two_theta,intensity,sample
45.1,112.17,hydroxypyromorphite
45.15,118.31,hydroxypyromorphite
45.2,169.83,hydroxypyromorphite
45.25,194.19,hydroxypyromorphite
45.3,218.96,hydroxypyromorphite
45.35,237.17,hydroxypyromorphite
45.4,211.12,hydroxypyromorphite
45.45,241.26,hydroxypyromorphite
45.5,244.93,hydroxypyromorphite
45.55,234.38,hydroxypyromorphite
45.6,183.48,hydroxypyromorphite
45.65,190.39,hydroxypyromorphite
45.7,151.7,hydroxypyromorphite
45.75,163.12,hydroxypyromorphite
45.8,108.82,hydroxypyromorphite
45.85,126.52,hydroxypyromorphite
45.9,125.41,hydroxypyromorphite
45.95,171.26,hydroxypyromorphite
46,169.11,hydroxypyromorphite
46.05,180.23,hydroxypyromorphite
46.1,209.66,hydroxypyromorphite
46.15,290.46,hydroxypyromorphite
46.2,366.62,hydroxypyromorphite
46.25,309.44,hydroxypyromorphite
46.3,379.08,hydroxypyromorphite
46.35,352.4,hydroxypyromorphite
46.4,391.31,hydroxypyromorphite
46.45,265.94,hydroxypyromorphite
46.5,231.39,hydroxypyromorphite
46.55,229.32,hydroxypyromorphite
46.6,167.42,hydroxypyromorphite
46.65,129.63,hydroxypyromorphite
46.7,107.23,hydroxypyromorphite
46.75,116.62,hydroxypyromorphite
46.8,126.94,hydroxypyromorphite
46.85,86.14,hydroxypyromorphite
46.9,68.87,hydroxypyromorphite
46.95,76.82,hydroxypyromorphite
47,73.39,hydroxypyromorphite
47.05,90.01,hydroxypyromorphite
47.1,61.18,hydroxypyromorphite
47.15,97.07,hydroxypyromorphite
47.2,81.62,hydroxypyromorphite
47.25,52.99,hydroxypyromorphite
47.3,47.89,hydroxypyromorphite
47.35,65.89,hydroxypyromorphite
47.4,85.3,hydroxypyromorphite
47.45,80.39,hydroxypyromorphite
47.5,72.45,hydroxypyromorphite
47.55,72.04,hydroxypyromorphite
47.6,114.49,hydroxypyromorphite
47.65,122.6,hydroxypyromorphite
47.7,119.89,hydroxypyromorphite
47.75,119.89,hydroxypyromorphite
47.8,159.57,hydroxypyromorphite
47.85,222.26,hydroxypyromorphite
47.9,230.47,hydroxypyromorphite
47.95,199.21,hydroxypyromorphite
48,208.63,hydroxypyromorphite
48.05,195.84,hydroxypyromorphite
48.1,203.59,hydroxypyromorphite
48.15,230.46,hydroxypyromorphite
48.2,230.85,hydroxypyromorphite
48.25,142.75,hydroxypyromorphite
48.3,131.38,hydroxypyromorphite
48.35,160.01,hydroxypyromorphite
48.4,144.03,hydroxypyromorphite
48.45,179.85,hydroxypyromorphite
48.5,156.99,hydroxypyromorphite
48.55,161.41,hydroxypyromorphite
48.6,158.11,hydroxypyromorphite
48.65,209.44,hydroxypyromorphite
48.7,224.01,hydroxypyromorphite
48.75,238.34,hydroxypyromorphite
48.8,305.09,hydroxypyromorphite
48.85,315.44,hydroxypyromorphite
48.9,348.21,hydroxypyromorphite
48.95,303.33,hydroxypyromorphite
49,292.51,hydroxypyromorphite
49.05,408.47,hydroxypyromorphite
49.1,451.28,hydroxypyromorphite
49.15,475.47,hydroxypyromorphite
49.2,472.93,hydroxypyromorphite
49.25,467.53,hydroxypyromorphite
49.3,465.81,hydroxypyromorphite
49.35,430.81,hydroxypyromorphite
49.4,344.85,hydroxypyromorphite
49.45,295.2,hydroxypyromorphite
49.5,187.07,hydroxypyromorphite
49.55,188.62,hydroxypyromorphite
49.6,178.74,hydroxypyromorphite
49.65,133.22,hydroxypyromorphite
49.7,113.86,hydroxypyromorphite
49.75,88.73,hydroxypyromorphite
49.8,76.3,hydroxypyromorphite
49.85,70.77,hydroxypyromorphite
49.9,90.43,hydroxypyromorphite
49.95,77.59,hydroxypyromorphite
50,71.32,hydroxypyromorphite
50.05,56.55,hydroxypyromorphite
50.1,60.02,hydroxypyromorphite
50.15,65.06,hydroxypyromorphite
50.2,60.24,hydroxypyromorphite
50.25,56.09,hydroxypyromorphite
50.3,41.36,hydroxypyromorphite
50.35,38.78,hydroxypyromorphite
50.4,43.03,hydroxypyromorphite
50.45,75.5,hydroxypyromorphite
50.5,43.58,hydroxypyromorphite
50.55,45.99,hydroxypyromorphite
50.6,38.84,hydroxypyromorphite
50.65,19.39,hydroxypyromorphite
50.7,31.87,hydroxypyromorphite
50.75,50.9,hydroxypyromorphite
50.8,60.44,hydroxypyromorphite
50.85,28.65,hydroxypyromorphite
50.9,45.24,hydroxypyromorphite
50.95,32.47,hydroxypyromorphite
51,51.87,hydroxypyromorphite
51.05,34.16,hydroxypyromorphite
51.1,30.42,hydroxypyromorphite
51.15,35.43,hydroxypyromorphite
51.2,27.47,hydroxypyromorphite
51.25,45.99,hydroxypyromorphite
51.3,40.48,hydroxypyromorphite
51.35,31.37,hydroxypyromorphite
51.4,25.44,hydroxypyromorphite
51.45,35.94,hydroxypyromorphite
51.5,38.26,hydroxypyromorphite
51.55,34.83,hydroxypyromorphite
51.6,38.53,hydroxypyromorphite
51.65,36.19,hydroxypyromorphite
51.7,21.92,hydroxypyromorphite
51.75,36.87,hydroxypyromorphite
51.8,38.89,hydroxypyromorphite
51.85,30.15,hydroxypyromorphite
51.9,24.11,hydroxypyromorphite
51.95,26.59,hydroxypyromorphite
52,24.83,hydroxypyromorphite
52.05,28.83,hydroxypyromorphite
52.1,33.11,hydroxypyromorphite
52.15,27.25,hydroxypyromorphite
52.2,34.09,hydroxypyromorphite
52.25,32.19,hydroxypyromorphite
52.3,35.61,hydroxypyromorphite
52.35,27.13,hydroxypyromorphite
52.4,46.44,hydroxypyromorphite
52.45,36.16,hydroxypyromorphite
52.5,53.14,hydroxypyromorphite
52.55,28.59,hydroxypyromorphite
52.6,31.69,hydroxypyromorphite
52.65,46.73,hydroxypyromorphite
52.7,65.43,hydroxypyromorphite
52.75,72.37,hydroxypyromorphite
52.8,61.98,hydroxypyromorphite
52.85,45.42,hydroxypyromorphite
52.9,52.7,hydroxypyromorphite
52.95,69.9,hydroxypyromorphite
53,47.05,hydroxypyromorphite
53.05,47.11,hydroxypyromorphite
53.1,38.28,hydroxypyromorphite
53.15,42.98,hydroxypyromorphite
53.2,46.87,hydroxypyromorphite
53.25,25.17,hydroxypyromorphite
53.3,30.76,hydroxypyromorphite
53.35,40.23,hydroxypyromorphite
53.4,40.08,hydroxypyromorphite
53.45,42.74,hydroxypyromorphite
53.5,41.63,hydroxypyromorphite
53.55,45.45,hydroxypyromorphite
53.6,32.38,hydroxypyromorphite
53.65,37.53,hydroxypyromorphite
53.7,56.98,hydroxypyromorphite
53.75,70.34,hydroxypyromorphite
53.8,59.41,hydroxypyromorphite
53.85,54.6,hydroxypyromorphite
53.9,48.49,hydroxypyromorphite
53.95,71.79,hydroxypyromorphite
54,76.45,hydroxypyromorphite
54.05,58.43,hydroxypyromorphite
54.1,54.5,hydroxypyromorphite
54.15,53.7,hydroxypyromorphite
54.2,57.19,hydroxypyromorphite
54.25,51.07,hydroxypyromorphite
54.3,42.21,hydroxypyromorphite
54.35,48.03,hydroxypyromorphite
54.4,21.43,hydroxypyromorphite
54.45,47.14,hydroxypyromorphite
54.5,41.22,hydroxypyromorphite
54.55,34.86,hydroxypyromorphite
54.6,30.43,hydroxypyromorphite
54.65,33.45,hydroxypyromorphite
54.7,39.7,hydroxypyromorphite
54.75,43.62,hydroxypyromorphite
54.8,58.88,hydroxypyromorphite
54.85,47.71,hydroxypyromorphite
54.9,45,hydroxypyromorphite
54.95,39.41,hydroxypyromorphite
55,53.69,hydroxypyromorphite
55.05,33.34,hydroxypyromorphite
55.1,78.29,hydroxypyromorphite
55.15,44.57,hydroxypyromorphite
55.2,57.98,hydroxypyromorphite
55.25,54.34,hydroxypyromorphite
55.3,58.39,hydroxypyromorphite
55.35,44.47,hydroxypyromorphite
55.4,51.91,hydroxypyromorphite
55.45,40.57,hydroxypyromorphite
55.5,54.91,hydroxypyromorphite
55.55,52.92,hydroxypyromorphite
55.6,47.77,hydroxypyromorphite
55.65,21.05,hydroxypyromorphite
55.7,44.01,hydroxypyromorphite
55.75,35.41,hydroxypyromorphite
55.8,36.73,hydroxypyromorphite
55.85,41.17,hydroxypyromorphite
55.9,37.02,hydroxypyromorphite
55.95,35.37,hydroxypyromorphite
56,31.29,hydroxypyromorphite
56.05,43.3,hydroxypyromorphite
56.1,39.27,hydroxypyromorphite
56.15,43.03,hydroxypyromorphite
56.2,36.26,hydroxypyromorphite
56.25,47.98,hydroxypyromorphite
56.3,37.31,hydroxypyromorphite
56.35,34.39,hydroxypyromorphite
56.4,37.91,hydroxypyromorphite
56.45,60.99,hydroxypyromorphite
56.5,29.6,hydroxypyromorphite
56.55,58.55,hydroxypyromorphite
56.6,21.63,hydroxypyromorphite
56.65,73.02,hydroxypyromorphite
56.7,76.19,hydroxypyromorphite
56.75,81.73,hydroxypyromorphite
56.8,64.63,hydroxypyromorphite
56.85,59.52,hydroxypyromorphite
56.9,81.95,hydroxypyromorphite
56.95,104.14,hydroxypyromorphite
57,99.92,hydroxypyromorphite
57.05,112.96,hydroxypyromorphite
57.1,134.49,hydroxypyromorphite
57.15,175.58,hydroxypyromorphite
57.2,151.23,hydroxypyromorphite
57.25,160.96,hydroxypyromorphite
57.3,164.58,hydroxypyromorphite
57.35,190.48,hydroxypyromorphite
57.4,189.82,hydroxypyromorphite
57.45,197.46,hydroxypyromorphite
57.5,198.94,hydroxypyromorphite
57.55,163,hydroxypyromorphite
57.6,91.39,hydroxypyromorphite
57.65,87.53,hydroxypyromorphite
57.7,79.91,hydroxypyromorphite
57.75,92.69,hydroxypyromorphite
57.8,81.3,hydroxypyromorphite
57.85,81.05,hydroxypyromorphite
57.9,53.48,hydroxypyromorphite
57.95,54.13,hydroxypyromorphite
58,32.98,hydroxypyromorphite
58.05,52.92,hydroxypyromorphite
58.1,44.3,hydroxypyromorphite
58.15,60.13,hydroxypyromorphite
58.2,42.14,hydroxypyromorphite
58.25,37.88,hydroxypyromorphite
58.3,20.08,hydroxypyromorphite
58.35,41.38,hydroxypyromorphite
58.4,47.56,hydroxypyromorphite
58.45,60.06,hydroxypyromorphite
58.5,44.55,hydroxypyromorphite
58.55,36.17,hydroxypyromorphite
58.6,42.02,hydroxypyromorphite
58.65,34.11,hydroxypyromorphite
58.7,47.1,hydroxypyromorphite
58.75,28.14,hydroxypyromorphite
58.8,40.21,hydroxypyromorphite
58.85,47.06,hydroxypyromorphite
58.9,50.4,hydroxypyromorphite
58.95,49.69,hydroxypyromorphite
59,49.6,hydroxypyromorphite
59.05,44.51,hydroxypyromorphite
59.1,65.52,hydroxypyromorphite
59.15,64.62,hydroxypyromorphite
59.2,86.84,hydroxypyromorphite
59.25,90.23,hydroxypyromorphite
59.3,80.56,hydroxypyromorphite
59.35,108.09,hydroxypyromorphite
59.4,133.38,hydroxypyromorphite
59.45,175.15,hydroxypyromorphite
59.5,209.48,hydroxypyromorphite
59.55,161.85,hydroxypyromorphite
59.6,172.49,hydroxypyromorphite
59.65,151.48,hydroxypyromorphite
59.7,184.54,hydroxypyromorphite
59.75,181.53,hydroxypyromorphite
59.8,171.01,hydroxypyromorphite
59.85,128.83,hydroxypyromorphite
59.9,107.13,hydroxypyromorphite
59.95,81.8,hydroxypyromorphite
60,98.27,hydroxypyromorphite
60.05,116.31,hydroxypyromorphite
60.1,140.28,hydroxypyromorphite
60.15,126.89,hydroxypyromorphite
60.2,112.53,hydroxypyromorphite
60.25,104.61,hydroxypyromorphite
60.3,122.74,hydroxypyromorphite
60.35,135.22,hydroxypyromorphite
60.4,117.3,hydroxypyromorphite
60.45,129.28,hydroxypyromorphite
60.5,103.88,hydroxypyromorphite
60.55,75.08,hydroxypyromorphite
60.6,61.01,hydroxypyromorphite
60.65,61.05,hydroxypyromorphite
60.7,61.81,hydroxypyromorphite
60.75,55.45,hydroxypyromorphite
60.8,58.55,hydroxypyromorphite
60.85,39.26,hydroxypyromorphite
60.9,58.53,hydroxypyromorphite
60.95,59.36,hydroxypyromorphite
61,52.06,hydroxypyromorphite
61.05,50.98,hydroxypyromorphite
61.1,43.58,hydroxypyromorphite
61.15,71.12,hydroxypyromorphite
61.2,81.72,hydroxypyromorphite
61.25,58.59,hydroxypyromorphite
61.3,69.86,hydroxypyromorphite
61.35,76.37,hydroxypyromorphite
61.4,97.85,hydroxypyromorphite
61.45,131.83,hydroxypyromorphite
61.5,145.55,hydroxypyromorphite
61.55,160.81,hydroxypyromorphite
61.6,108.04,hydroxypyromorphite
61.65,179.11,hydroxypyromorphite
61.7,156.31,hydroxypyromorphite
61.75,163.79,hydroxypyromorphite
61.8,140.08,hydroxypyromorphite
61.85,142.59,hydroxypyromorphite
61.9,112.36,hydroxypyromorphite
61.95,122.97,hydroxypyromorphite
62,102.68,hydroxypyromorphite
62.05,88.35,hydroxypyromorphite
62.1,54.73,hydroxypyromorphite
62.15,55.37,hydroxypyromorphite
62.2,58.15,hydroxypyromorphite
62.25,52.08,hydroxypyromorphite
62.3,72.69,hydroxypyromorphite
62.35,34.67,hydroxypyromorphite
62.4,51.05,hydroxypyromorphite
62.45,37.68,hydroxypyromorphite
62.5,50.51,hydroxypyromorphite
62.55,46.36,hydroxypyromorphite
62.6,47.09,hydroxypyromorphite
62.65,31.93,hydroxypyromorphite
62.7,51.44,hydroxypyromorphite
62.75,38.13,hydroxypyromorphite
62.8,37.65,hydroxypyromorphite
62.85,28.03,hydroxypyromorphite
62.9,48.72,hydroxypyromorphite
62.95,49.87,hydroxypyromorphite
63,36.89,hydroxypyromorphite
63.05,31.89,hydroxypyromorphite
63.1,38.75,hydroxypyromorphite
63.15,31.34,hydroxypyromorphite
63.2,25.86,hydroxypyromorphite
63.25,48.03,hydroxypyromorphite
63.3,39.56,hydroxypyromorphite
63.35,34.93,hydroxypyromorphite
63.4,33.87,hydroxypyromorphite
63.45,29.89,hydroxypyromorphite
63.5,35.29,hydroxypyromorphite
63.55,32.73,hydroxypyromorphite
63.6,29.11,hydroxypyromorphite
63.65,24.61,hydroxypyromorphite
63.7,21.95,hydroxypyromorphite
63.75,30.59,hydroxypyromorphite
63.8,34.75,hydroxypyromorphite
63.85,40.64,hydroxypyromorphite
63.9,26,hydroxypyromorphite
63.95,27.62,hydroxypyromorphite
64,21.96,hydroxypyromorphite
64.05,26.26,hydroxypyromorphite
64.1,40.75,hydroxypyromorphite
64.15,33.79,hydroxypyromorphite
64.2,26.21,hydroxypyromorphite
64.25,21.31,hydroxypyromorphite
64.3,33.11,hydroxypyromorphite
64.35,36.96,hydroxypyromorphite
64.4,24.3,hydroxypyromorphite
64.45,40.72,hydroxypyromorphite
64.5,48.44,hydroxypyromorphite
64.55,22.47,hydroxypyromorphite
64.6,15.07,hydroxypyromorphite
64.65,6.48,hydroxypyromorphite
64.7,41.49,hydroxypyromorphite
64.75,34.82,hydroxypyromorphite
64.8,31.03,hydroxypyromorphite
64.85,39.32,hydroxypyromorphite
64.9,25.5,hydroxypyromorphite
64.95,21.37,hydroxypyromorphite
65,19.6,hydroxypyromorphite
65.05,23.25,hydroxypyromorphite
65.1,22.38,hydroxypyromorphite
65.15,46.03,hydroxypyromorphite
65.2,45.77,hydroxypyromorphite
65.25,30.83,hydroxypyromorphite
65.3,29.93,hydroxypyromorphite
65.35,30.58,hydroxypyromorphite
65.4,26.88,hydroxypyromorphite
65.45,33.8,hydroxypyromorphite
65.5,39.95,hydroxypyromorphite
65.55,37.52,hydroxypyromorphite
65.6,29.27,hydroxypyromorphite
65.65,29.76,hydroxypyromorphite
65.7,32.26,hydroxypyromorphite
65.75,24.72,hydroxypyromorphite
65.8,44.34,hydroxypyromorphite
65.85,35.68,hydroxypyromorphite
65.9,48.33,hydroxypyromorphite
65.95,35.03,hydroxypyromorphite
66,31.1,hydroxypyromorphite
66.05,26.61,hydroxypyromorphite
66.1,37.82,hydroxypyromorphite
66.15,43.11,hydroxypyromorphite
66.2,23.3,hydroxypyromorphite
66.25,40.79,hydroxypyromorphite
66.3,34.93,hydroxypyromorphite
66.35,23.65,hydroxypyromorphite
66.4,34.49,hydroxypyromorphite
66.45,34.35,hydroxypyromorphite
66.5,44.4,hydroxypyromorphite
66.55,45.55,hydroxypyromorphite
66.6,37.69,hydroxypyromorphite
66.65,38.04,hydroxypyromorphite
66.7,27.2,hydroxypyromorphite
66.75,42.08,hydroxypyromorphite
66.8,36.91,hydroxypyromorphite
66.85,41.53,hydroxypyromorphite
66.9,46.16,hydroxypyromorphite
66.95,36.45,hydroxypyromorphite
67,44.66,hydroxypyromorphite
67.05,45.21,hydroxypyromorphite
67.1,36.94,hydroxypyromorphite
67.15,42.39,hydroxypyromorphite
67.2,49.18,hydroxypyromorphite
67.25,38.18,hydroxypyromorphite
67.3,40.57,hydroxypyromorphite
67.35,32.5,hydroxypyromorphite
67.4,40.41,hydroxypyromorphite
67.45,38.37,hydroxypyromorphite
67.5,40.54,hydroxypyromorphite
67.55,33.65,hydroxypyromorphite
67.6,32.79,hydroxypyromorphite
67.65,29.32,hydroxypyromorphite
67.7,34.34,hydroxypyromorphite
67.75,38.22,hydroxypyromorphite
67.8,44,hydroxypyromorphite
67.85,32.79,hydroxypyromorphite
67.9,46.27,hydroxypyromorphite
67.95,49.98,hydroxypyromorphite
68,31.94,hydroxypyromorphite
68.05,31,hydroxypyromorphite
68.1,47.97,hydroxypyromorphite
68.15,47.46,hydroxypyromorphite
68.2,34.13,hydroxypyromorphite
68.25,51.67,hydroxypyromorphite
68.3,52.55,hydroxypyromorphite
68.35,49.17,hydroxypyromorphite
68.4,52.03,hydroxypyromorphite
68.45,62.45,hydroxypyromorphite
68.5,57.41,hydroxypyromorphite
68.55,59.57,hydroxypyromorphite
68.6,63.32,hydroxypyromorphite
68.65,76.31,hydroxypyromorphite
68.7,67.26,hydroxypyromorphite
68.75,57.99,hydroxypyromorphite
68.8,55.16,hydroxypyromorphite
68.85,39.31,hydroxypyromorphite
68.9,42.02,hydroxypyromorphite
68.95,31.37,hydroxypyromorphite
69,49.02,hydroxypyromorphite
69.05,58.78,hydroxypyromorphite
69.1,51.56,hydroxypyromorphite
69.15,44.81,hydroxypyromorphite
69.2,41.28,hydroxypyromorphite
69.25,40.39,hydroxypyromorphite
69.3,41.05,hydroxypyromorphite
69.35,67.38,hydroxypyromorphite
69.4,49.09,hydroxypyromorphite
69.45,76.47,hydroxypyromorphite
69.5,66.32,hydroxypyromorphite
69.55,73.71,hydroxypyromorphite
69.6,110.85,hydroxypyromorphite
69.65,95.32,hydroxypyromorphite
69.7,146.14,hydroxypyromorphite
69.75,147.55,hydroxypyromorphite
69.8,149.48,hydroxypyromorphite
69.85,142.07,hydroxypyromorphite
69.9,120.88,hydroxypyromorphite
69.95,111.47,hydroxypyromorphite
70,122.97,hydroxypyromorphite
70.05,116.52,hydroxypyromorphite
70.1,116.92,hydroxypyromorphite
70.15,104.01,hydroxypyromorphite
70.2,92.12,hydroxypyromorphite
70.25,66.94,hydroxypyromorphite
70.3,57.45,hydroxypyromorphite
70.35,51.03,hydroxypyromorphite
70.4,52.92,hydroxypyromorphite
70.45,66.37,hydroxypyromorphite
70.5,69.55,hydroxypyromorphite
70.55,73.68,hydroxypyromorphite
70.6,69.4,hydroxypyromorphite
70.65,59.86,hydroxypyromorphite
70.7,56.95,hydroxypyromorphite
70.75,68.05,hydroxypyromorphite
70.8,59.32,hydroxypyromorphite
70.85,91.06,hydroxypyromorphite
70.9,70.35,hydroxypyromorphite
70.95,96.29,hydroxypyromorphite
71,87.46,hydroxypyromorphite
71.05,42.84,hydroxypyromorphite
71.1,80.46,hydroxypyromorphite
71.15,69.69,hydroxypyromorphite
71.2,69.28,hydroxypyromorphite
71.25,77.09,hydroxypyromorphite
71.3,62.6,hydroxypyromorphite
71.35,65.62,hydroxypyromorphite
71.4,74.99,hydroxypyromorphite
71.45,83.58,hydroxypyromorphite
71.5,99.13,hydroxypyromorphite
71.55,115.05,hydroxypyromorphite
71.6,106.34,hydroxypyromorphite
71.65,118.63,hydroxypyromorphite
71.7,134.67,hydroxypyromorphite
71.75,117.67,hydroxypyromorphite
71.8,173.87,hydroxypyromorphite
71.85,166.25,hydroxypyromorphite
71.9,191.42,hydroxypyromorphite
71.95,164.79,hydroxypyromorphite
72,156.51,hydroxypyromorphite
72.05,119.89,hydroxypyromorphite
72.1,65.93,hydroxypyromorphite
72.15,90.04,hydroxypyromorphite
72.2,88.77,hydroxypyromorphite
72.25,108.77,hydroxypyromorphite
72.3,118.5,hydroxypyromorphite
72.35,103.61,hydroxypyromorphite
72.4,131.53,hydroxypyromorphite
72.45,66.36,hydroxypyromorphite
72.5,77.76,hydroxypyromorphite
72.55,82.71,hydroxypyromorphite
72.6,76.46,hydroxypyromorphite
72.65,118.13,hydroxypyromorphite
72.7,96.44,hydroxypyromorphite
72.75,82.43,hydroxypyromorphite
72.8,84.67,hydroxypyromorphite
72.85,53.43,hydroxypyromorphite
72.9,51.13,hydroxypyromorphite
72.95,60.08,hydroxypyromorphite
73,53.27,hydroxypyromorphite
73.05,64.08,hydroxypyromorphite
73.1,58.61,hydroxypyromorphite
73.15,43.82,hydroxypyromorphite
73.2,44.09,hydroxypyromorphite
73.25,56.87,hydroxypyromorphite
73.3,41.36,hydroxypyromorphite
73.35,77.36,hydroxypyromorphite
73.4,86.58,hydroxypyromorphite
73.45,85.97,hydroxypyromorphite
73.5,107.52,hydroxypyromorphite
73.55,96.41,hydroxypyromorphite
73.6,92.89,hydroxypyromorphite
73.65,127.23,hydroxypyromorphite
73.7,119.09,hydroxypyromorphite
73.75,122.56,hydroxypyromorphite
73.8,137.23,hydroxypyromorphite
73.85,112.16,hydroxypyromorphite
73.9,108.77,hydroxypyromorphite
73.95,103.24,hydroxypyromorphite
74,95.75,hydroxypyromorphite
74.05,81.4,hydroxypyromorphite
74.1,90.76,hydroxypyromorphite
74.15,81.44,hydroxypyromorphite
74.2,80.16,hydroxypyromorphite
74.25,64.91,hydroxypyromorphite
74.3,56.95,hydroxypyromorphite
74.35,47.49,hydroxypyromorphite
74.4,59.21,hydroxypyromorphite
74.45,45.44,hydroxypyromorphite
74.5,32.64,hydroxypyromorphite
74.55,35.44,hydroxypyromorphite
74.6,38.17,hydroxypyromorphite
74.65,43.87,hydroxypyromorphite
74.7,41.79,hydroxypyromorphite
74.75,32.57,hydroxypyromorphite
74.8,37.11,hydroxypyromorphite
74.85,44.54,hydroxypyromorphite
74.9,24.47,hydroxypyromorphite
74.95,34.25,hydroxypyromorphite
75,26.99,hydroxypyromorphite
75.05,23.51,hydroxypyromorphite
75.1,40.75,hydroxypyromorphite
75.15,26.4,hydroxypyromorphite
75.2,32.45,hydroxypyromorphite
75.25,24.92,hydroxypyromorphite
75.3,40.26,hydroxypyromorphite
75.35,39.5,hydroxypyromorphite
75.4,38.8,hydroxypyromorphite
75.45,38.43,hydroxypyromorphite
75.5,31.33,hydroxypyromorphite
75.55,32.86,hydroxypyromorphite
75.6,34.24,hydroxypyromorphite
75.65,18.5,hydroxypyromorphite
75.7,39.02,hydroxypyromorphite
75.75,34.82,hydroxypyromorphite
75.8,26.06,hydroxypyromorphite
75.85,37.13,hydroxypyromorphite
75.9,31.25,hydroxypyromorphite
75.95,26.66,hydroxypyromorphite
76,40.4,hydroxypyromorphite
76.05,23.49,hydroxypyromorphite
76.1,28.19,hydroxypyromorphite
76.15,34.88,hydroxypyromorphite
76.2,19.37,hydroxypyromorphite
76.25,32.97,hydroxypyromorphite
76.3,44.01,hydroxypyromorphite
76.35,25.89,hydroxypyromorphite
76.4,31.35,hydroxypyromorphite
76.45,43.43,hydroxypyromorphite
76.5,29.03,hydroxypyromorphite
76.55,18.22,hydroxypyromorphite
76.6,32.55,hydroxypyromorphite
76.65,41.64,hydroxypyromorphite
76.7,45.28,hydroxypyromorphite
76.75,32.83,hydroxypyromorphite
76.8,48.03,hydroxypyromorphite
76.85,34,hydroxypyromorphite
76.9,37.79,hydroxypyromorphite
76.95,62.57,hydroxypyromorphite
77,55.13,hydroxypyromorphite
77.05,52.52,hydroxypyromorphite
77.1,58.84,hydroxypyromorphite
77.15,69.86,hydroxypyromorphite
77.2,68.83,hydroxypyromorphite
77.25,61.42,hydroxypyromorphite
77.3,68.32,hydroxypyromorphite
77.35,90.68,hydroxypyromorphite
77.4,59.15,hydroxypyromorphite
77.45,61.42,hydroxypyromorphite
77.5,75.48,hydroxypyromorphite
77.55,49.71,hydroxypyromorphite
77.6,49.15,hydroxypyromorphite
77.65,53.96,hydroxypyromorphite
77.7,62.68,hydroxypyromorphite
77.75,44.54,hydroxypyromorphite
77.8,53.72,hydroxypyromorphite
77.85,55.65,hydroxypyromorphite
77.9,59.11,hydroxypyromorphite
77.95,46.22,hydroxypyromorphite
78,50.05,hydroxypyromorphite
78.05,36.97,hydroxypyromorphite
78.1,61.57,hydroxypyromorphite
78.15,48.69,hydroxypyromorphite
78.2,58.51,hydroxypyromorphite
78.25,65.49,hydroxypyromorphite
78.3,70.56,hydroxypyromorphite
78.35,69.27,hydroxypyromorphite
78.4,61.85,hydroxypyromorphite
78.45,62.3,hydroxypyromorphite
78.5,84.03,hydroxypyromorphite
78.55,58.78,hydroxypyromorphite
78.6,68.82,hydroxypyromorphite
78.65,67.02,hydroxypyromorphite
78.7,61.15,hydroxypyromorphite
78.75,61.77,hydroxypyromorphite
78.8,62.61,hydroxypyromorphite
78.85,59.79,hydroxypyromorphite
78.9,55.6,hydroxypyromorphite
78.95,44.37,hydroxypyromorphite
79,36.99,hydroxypyromorphite
79.05,24.29,hydroxypyromorphite
79.1,41.05,hydroxypyromorphite
79.15,46.67,hydroxypyromorphite
79.2,34.86,hydroxypyromorphite
79.25,48.79,hydroxypyromorphite
79.3,46.88,hydroxypyromorphite
79.35,33.11,hydroxypyromorphite
79.4,40.4,hydroxypyromorphite
79.45,39.89,hydroxypyromorphite
79.5,22.41,hydroxypyromorphite
79.55,36.56,hydroxypyromorphite
79.6,43.1,hydroxypyromorphite
79.65,65.61,hydroxypyromorphite
79.7,45.84,hydroxypyromorphite
79.75,58.65,hydroxypyromorphite
79.8,53.45,hydroxypyromorphite
79.85,59.32,hydroxypyromorphite
79.9,73.38,hydroxypyromorphite
79.95,64.54,hydroxypyromorphite
80,77.65,hydroxypyromorphite
80.05,89.65,hydroxypyromorphite
80.1,75.27,hydroxypyromorphite
80.15,98.35,hydroxypyromorphite
80.2,102.69,hydroxypyromorphite
80.25,69.93,hydroxypyromorphite
80.3,74.46,hydroxypyromorphite
80.35,78.63,hydroxypyromorphite
80.4,64.1,hydroxypyromorphite
80.45,61.02,hydroxypyromorphite
80.5,81.2,hydroxypyromorphite
80.55,56.85,hydroxypyromorphite
80.6,50.15,hydroxypyromorphite
80.65,51.33,hydroxypyromorphite
80.7,52.93,hydroxypyromorphite
80.75,25.98,hydroxypyromorphite
80.8,45.59,hydroxypyromorphite
80.85,47.18,hydroxypyromorphite
80.9,57.51,hydroxypyromorphite
80.95,64.14,hydroxypyromorphite
81,58.75,hydroxypyromorphite
81.05,58.65,hydroxypyromorphite
81.1,64.72,hydroxypyromorphite
81.15,72.71,hydroxypyromorphite
81.2,60.55,hydroxypyromorphite
81.25,90.74,hydroxypyromorphite
81.3,73.16,hydroxypyromorphite
81.35,68.77,hydroxypyromorphite
81.4,87.68,hydroxypyromorphite
81.45,76.59,hydroxypyromorphite
81.5,67.8,hydroxypyromorphite
81.55,76.39,hydroxypyromorphite
81.6,80.53,hydroxypyromorphite
81.65,56.65,hydroxypyromorphite
81.7,62.01,hydroxypyromorphite
81.75,43.06,hydroxypyromorphite
81.8,38.11,hydroxypyromorphite
81.85,30.38,hydroxypyromorphite
81.9,34.12,hydroxypyromorphite
81.95,37.73,hydroxypyromorphite
82,36.28,hydroxypyromorphite
82.05,30.31,hydroxypyromorphite
